dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,366,pig::::pig-boot/pom.xml::::project::::packaging::::jar <-> pig::::pig-common/pig-common-seata/pom.xml::::project::::packaging::::jar,pig,project.packaging,jar,ConfigType.TYPE,pig-boot/pom.xml,maven,project.packaging,jar,ConfigType.TYPE,pig-common/pig-common-seata/pom.xml,maven,correct,FALSE,False,Multi-Maven-Modules,Packaging Format,packaging can be different
value-equality,240,mall::::mall-common/pom.xml::::project::::parent_mall::::groupId::::com.macro.mall <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-mbg::::groupId::::com.macro.mall,mall,project.parent_mall.groupId,com.macro.mall,ConfigType.NAME,mall-common/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,ConfigType.NAME,pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,21,apollo::::apollo-audit/apollo-audit-api/pom.xml::::project::::parent_apollo-audit::::version::::version:${revision} <-> apollo::::apollo-portal/pom.xml::::project::::parent_apollo::::version::::version:${revision},apollo,project.parent_apollo-audit.version,version:${revision},ConfigType.VERSION_NUMBER,apollo-audit/apollo-audit-api/pom.xml,maven,project.parent_apollo.version,version:${revision},ConfigType.VERSION_NUMBER,apollo-portal/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Maven Properties,"child POM inherit from parent POM, intended to be consistent"
value-equality,147,litemall::::litemall-vue/package.json::::scripts::::dev::::vue-cli-service serve <-> litemall::::litemall-vue/package.json::::scripts::::serve::::vue-cli-service serve,litemall,scripts.dev,vue-cli-service serve,ConfigType.COMMAND,litemall-vue/package.json,nodejs,scripts.serve,vue-cli-service serve,ConfigType.COMMAND,litemall-vue/package.json,nodejs,correct,Borderline,False,Others,Commands,different scripts in same module can use different commands
value-equality,166,mall-swarm::::mall-admin/src/main/resources/application.yml::::spring.mvc.pathmatch.matching-strategy::::ant_path_matcher <-> mall-swarm::::mall-portal/src/main/resources/application.yml::::spring.mvc.pathmatch.matching-strategy::::ant_path_matcher,mall-swarm,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,ConfigType.PATH,mall-admin/src/main/resources/application.yml,spring,spring.mvc.pathmatch.matching-strategy,ant_path_matcher,ConfigType.PATH,mall-portal/src/main/resources/application.yml,spring,wrong,Borderline,False,Others,URL Handling,does not have to be consistent across modules
value-equality,319,piggymetrics::::auth-service/src/test/resources/application.yml::::spring.data.mongodb.database::::piggymetrics <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,spring.data.mongodb.database,piggymetrics,ConfigType.NAME,auth-service/src/test/resources/application.yml,spring,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,notification-service/pom.xml,maven,correct,FALSE,False,Generic Names,Names,different options that are not related
value-equality,124,litemall::::docker/docker-compose.yml::::services::::litemall::::container_name::::litemall <-> litemall::::litemall-core/pom.xml::::project::::parent_litemall::::artifactId::::litemall,litemall,services.litemall.container_name,litemall,ConfigType.NAME,docker/docker-compose.yml,docker-compose,project.parent_litemall.artifactId,litemall,ConfigType.NAME,litemall-core/pom.xml,maven,correct,FALSE,False,Generic Names,Names,different options that are not related
value-equality,274,music-website::::music-client/package.json::::devDependencies::::@vue/cli-plugin-babel::::@vue/cli-plugin-babel:~5.0.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/cli-plugin-babel::::@vue/cli-plugin-babel:~5.0.0,music-website,devDependencies.@vue/cli-plugin-babel,@vue/cli-plugin-babel:~5.0.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/cli-plugin-babel,@vue/cli-plugin-babel:~5.0.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,False,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,99,jetlinks-community::::jetlinks-components/dashboard-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/protocol-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/dashboard-component/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/protocol-component/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Structure,same hierachy same relative path of parent POM
value-equality,107,litemall::::litemall-admin-api/pom.xml::::project::::dependencies::::dependency_litemall-db::::groupId::::org.linlinjava <-> litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-wx-api::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-db.groupId,org.linlinjava,ConfigType.NAME,litemall-admin-api/pom.xml,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,361,pig::::pig-common/pig-common-datasource/pom.xml::::project::::parent_pig-common::::groupId::::com.pig4cloud <-> pig::::pig-visual/pig-quartz/pom.xml::::project::::parent_pig-visual::::groupId::::com.pig4cloud,pig,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,ConfigType.NAME,pig-common/pig-common-xss/pom.xml,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,ConfigType.NAME,pig-upms/pig-upms-biz/pom.xml,maven,correct,FALSE,False,Multi-Maven-Modules,Project Inheritance,different options that are not related
value-equality,451,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_fastjson::::groupId::::com.alibaba <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_fastjson::::groupId::::com.alibaba,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.groupId,com.alibaba,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_fastjson.groupId,com.alibaba,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules lives under same groupID
value-equality,461,Spring-Cloud-Platform::::ace-modules/ace-admin/src/main/resources/application.yml::::management.security.enabled::::True <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::feign.compression.response.enabled::::True,Spring-Cloud-Platform,management.security.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-admin/src/main/resources/application.yml,spring,feign.compression.response.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,353,pig::::pig-common/pig-common-core/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> pig::::pig-register/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,pig,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,pig-common/pig-common-core/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,pig-register/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,322,piggymetrics::::config/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT,piggymetrics,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,config/pom.xml,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,notification-service/pom.xml,maven,correct,Borderline,True,Version Numbers,Project Version,submodules have to specify the version of the parent module
value-equality,495,Spring-Cloud-Platform::::ace-api/pom.xml::::project::::parent_ace-security::::artifactId::::ace-security <-> Spring-Cloud-Platform::::ace-modules/ace-nlp/pom.xml::::project::::parent_ace-security::::artifactId::::ace-security,Spring-Cloud-Platform,project.parent_ace-security.artifactId,ace-security,ConfigType.NAME,ace-api/pom.xml,maven,project.parent_ace-security.artifactId,ace-security,ConfigType.NAME,ace-modules/ace-nlp/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,parent artifact has to be consistent across child modules
value-equality,67,jetlinks-community::::jetlinks-components/logging-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-components/relation-component/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/logging-component/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-components/relation-component/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion 4.0.0 is the only version supported by Maven
value-equality,271,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-log4j::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-log4j.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,4,apollo::::apollo-audit/apollo-audit-api/pom.xml::::project::::parent_apollo-audit::::groupId::::com.ctrip.framework.apollo <-> apollo::::apollo-configservice/pom.xml::::project::::parent_apollo::::groupId::::com.ctrip.framework.apollo,apollo,project.parent_apollo-audit.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-audit/apollo-audit-api/pom.xml,maven,project.parent_apollo.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-configservice/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,different modules but inherit groupID from parent POM
value-equality,334,piggymetrics::::gateway/pom.xml::::project::::version::::version:1.0-SNAPSHOT <-> piggymetrics::::monitoring/pom.xml::::project::::parent_piggymetrics::::version::::version:1.0-SNAPSHOT,piggymetrics,project.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,gateway/pom.xml,maven,project.parent_piggymetrics.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,monitoring/pom.xml,maven,correct,Borderline,False,Version Numbers,Project Version,"module explicitly specifies its own version, versions can be different in different modules, only if the version identity is removed then the module inherits the version of the parent"
value-equality,55,jetlinks-community::::jetlinks-manager/authentication-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> jetlinks-community::::jetlinks-manager/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,jetlinks-community,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/authentication-manager/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,jetlinks-manager/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,53,jetlinks-community::::jetlinks-components/common-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml <-> jetlinks-community::::jetlinks-components/elasticsearch-component/pom.xml::::project::::parent_jetlinks-components::::relativePath::::../pom.xml,jetlinks-community,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/common-component/pom.xml,maven,project.parent_jetlinks-components.relativePath,../pom.xml,ConfigType.PATH,jetlinks-components/elasticsearch-component/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Structure,same hierachy same relative path of parent POM
value-equality,137,litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-admin-api::::groupId::::org.linlinjava <-> litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-db::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-admin-api.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,project.dependencies.dependency_litemall-db.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,491,Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_javax.servlet-api::::version::::javax.servlet-api:3.1.0 <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_javax.servlet-api::::version::::javax.servlet-api:3.1.0,Spring-Cloud-Platform,project.dependencies.dependency_javax.servlet-api.version,javax.servlet-api:3.1.0,ConfigType.VERSION_NUMBER,ace-modules/ace-admin/pom.xml,maven,project.dependencies.dependency_javax.servlet-api.version,javax.servlet-api:3.1.0,ConfigType.VERSION_NUMBER,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,False,Libraries,Maven Dependency,same dependency but value can be different unless explixitly stated
value-equality,386,pig::::pig-auth/Dockerfile::::ENV::::TZ::::Asia <-> pig::::pig-visual/pig-quartz/Dockerfile::::ENV::::TZ::::Asia,pig,ENV.TZ,Asia,ConfigType.ENVIRONMENT,pig-auth/Dockerfile,docker,ENV.TZ,Asia,ConfigType.ENVIRONMENT,pig-visual/pig-quartz/Dockerfile,docker,correct,FALSE,False,Independent Components,Different Dockerfiles,Dockerfiles are independent
value-equality,323,piggymetrics::::monitoring/pom.xml::::project::::packaging::::jar <-> piggymetrics::::notification-service/pom.xml::::project::::packaging::::jar,piggymetrics,project.packaging,jar,ConfigType.TYPE,monitoring/pom.xml,maven,project.packaging,jar,ConfigType.TYPE,notification-service/pom.xml,maven,correct,FALSE,False,Multi-Maven-Modules,Packaging Format,packaging can be different
value-equality,362,"pig::::pig-gateway/Dockerfile::::ENV::::JAVA_OPTS::::"""" <-> pig::::pig-visual/pig-monitor/Dockerfile::::ENV::::JAVA_OPTS::::""""",pig,ENV.JAVA_OPTS,"""",ConfigType.ENVIRONMENT,pig-gateway/Dockerfile,docker,ENV.JAVA_OPTS,"""",ConfigType.ENVIRONMENT,pig-visual/pig-monitor/Dockerfile,docker,correct,FALSE,False,Independent Components,Different Dockerfiles,Dockerfiles are independent
value-equality,312,piggymetrics::::pom.xml::::project::::modules::::module::::statistics-service <-> piggymetrics::::statistics-service/pom.xml::::project::::artifactId::::statistics-service,piggymetrics,project.modules.module,statistics-service,ConfigType.NAME,pom.xml,maven,project.artifactId,statistics-service,ConfigType.NAME,statistics-service/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,148,litemall::::docker/docker-compose.yml::::services::::litemall::::container_name::::litemall <-> litemall::::litemall-all-war/pom.xml::::project::::build::::finalName::::litemall,litemall,services.litemall.container_name,litemall,ConfigType.NAME,docker/docker-compose.yml,docker-compose,project.build.finalName,litemall,ConfigType.NAME,litemall-all-war/pom.xml,maven,correct,FALSE,False,Generic Names,Names,different options that are not related
value-equality,152,mall-swarm::::mall-demo/pom.xml::::project::::parent_mall-swarm::::groupId::::com.macro.mall <-> mall-swarm::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-mbg::::groupId::::com.macro.mall,mall-swarm,project.parent_mall-swarm.groupId,com.macro.mall,ConfigType.NAME,mall-demo/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.groupId,com.macro.mall,ConfigType.NAME,pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,474,Spring-Cloud-Platform::::ace-gate/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-openfeign::::artifactId::::spring-cloud-starter-openfeign <-> Spring-Cloud-Platform::::ace-modules/ace-tool/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-openfeign::::artifactId::::spring-cloud-starter-openfeign,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,spring-cloud-starter-openfeign,ConfigType.NAME,ace-gate/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-openfeign.artifactId,spring-cloud-starter-openfeign,ConfigType.NAME,ace-modules/ace-tool/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules has same artifactID
value-equality,340,piggymetrics::::config/pom.xml::::project::::parent_piggymetrics::::groupId::::com.piggymetrics <-> piggymetrics::::notification-service/pom.xml::::project::::parent_piggymetrics::::groupId::::com.piggymetrics,piggymetrics,project.parent_piggymetrics.groupId,com.piggymetrics,ConfigType.NAME,config/pom.xml,maven,project.parent_piggymetrics.groupId,com.piggymetrics,ConfigType.NAME,notification-service/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Inheritance,groupID is inherited from parent
value-equality,300,piggymetrics::::auth-service/pom.xml::::project::::dependencies::::dependency_json-path::::scope::::test <-> piggymetrics::::notification-service/pom.xml::::project::::build::::plugins::::plugin_jacoco-maven-plugin::::executions::::execution_report::::phase::::test,piggymetrics,project.dependencies.dependency_json-path.scope,test,ConfigType.UNKNOWN,auth-service/pom.xml,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.phase,test,ConfigType.UNKNOWN,notification-service/pom.xml,maven,correct,FALSE,False,Others,Others,different options that are not related
value-equality,242,mall::::mall-admin/pom.xml::::project::::dependencies::::dependency_mall-mbg::::artifactId::::mall-mbg <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_mall-mbg::::artifactId::::mall-mbg,mall,project.dependencies.dependency_mall-mbg.artifactId,mall-mbg,ConfigType.NAME,mall-admin/pom.xml,maven,project.dependencyManagement.dependencies.dependency_mall-mbg.artifactId,mall-mbg,ConfigType.NAME,pom.xml,maven,correct,TRUE,True,Libraries,Maven Dependency,same dependency same artifactID
value-equality,217,mall::::mall-portal/src/main/resources/application-dev.yml::::server.port::::8085 <-> mall::::mall-portal/src/main/resources/application-prod.yml::::server.port::::8085,mall,server.port,8085,ConfigType.PORT,mall-portal/src/main/resources/application-dev.yml,spring,server.port,8085,ConfigType.PORT,mall-portal/src/main/resources/application-prod.yml,spring,correct,Borderline,False,Port,Port,DEV and PROD environment
value-equality,440,spring-boot-admin::::pom.xml::::project::::build::::pluginManagement::::plugins::::plugin_maven-gpg-plugin::::groupId::::org.apache.maven.plugins <-> spring-boot-admin::::spring-boot-admin-build/pom.xml::::project::::build::::plugins::::plugin_maven-jar-plugin::::groupId::::org.apache.maven.plugins,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,pom.xml,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,ConfigType.NAME,spring-boot-admin-build/pom.xml,maven,correct,FALSE,False,Libraries,Maven Plugin,different options that are not related
value-equality,325,piggymetrics::::account-service/pom.xml::::project::::build::::plugins::::plugin_jacoco-maven-plugin::::executions::::execution_report::::id::::report <-> piggymetrics::::statistics-service/pom.xml::::project::::build::::plugins::::plugin_jacoco-maven-plugin::::executions::::execution_report::::id::::report,piggymetrics,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,ConfigType.ID,account-service/pom.xml,maven,project.build.plugins.plugin_jacoco-maven-plugin.executions.execution_report.id,report,ConfigType.ID,statistics-service/pom.xml,maven,correct,Borderline,False,Libraries,Maven Plugins,the identifier can be configured separately
value-equality,69,jetlinks-community::::jetlinks-components/dashboard-component/pom.xml::::project::::dependencies::::dependency_timeseries-component::::groupId::::${project.groupId} <-> jetlinks-community::::jetlinks-components/rule-engine-component/pom.xml::::project::::dependencies::::dependency_common-component::::groupId::::${project.groupId},jetlinks-community,project.dependencies.dependency_timeseries-component.groupId,${project.groupId},ConfigType.NAME,jetlinks-components/dashboard-component/pom.xml,maven,project.dependencies.dependency_common-component.groupId,${project.groupId},ConfigType.NAME,jetlinks-components/rule-engine-component/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Maven Properties,intended to be equal due to maven properties
value-equality,161,mall-swarm::::mall-admin/pom.xml::::project::::parent_mall-swarm::::artifactId::::mall-swarm <-> mall-swarm::::mall-demo/pom.xml::::project::::parent_mall-swarm::::artifactId::::mall-swarm,mall-swarm,project.parent_mall-swarm.artifactId,mall-swarm,ConfigType.NAME,mall-admin/pom.xml,maven,project.parent_mall-swarm.artifactId,mall-swarm,ConfigType.NAME,mall-demo/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,submodules specify artifactID from parent due to inheritance
value-equality,498,Spring-Cloud-Platform::::ace-modules/ace-admin/src/main/resources/application.yml::::spring.datasource.testWhileIdle::::True <-> Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::feign.compression.response.enabled::::True,Spring-Cloud-Platform,spring.datasource.testWhileIdle,TRUE,ConfigType.VERSION_NUMBER,ace-modules/ace-admin/src/main/resources/application.yml,spring,feign.compression.response.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-generator/src/main/resources/application.yml,spring,partially,FALSE,False,Datasource,Datasource,different options that are not related
value-equality,31,apollo::::apollo-biz/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-netflix-eureka-client::::groupId::::org.springframework.cloud <-> apollo::::apollo-biz/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-zookeeper-discovery::::groupId::::org.springframework.cloud,apollo,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-client.groupId,org.springframework.cloud,ConfigType.NAME,apollo-biz/pom.xml,maven,project.dependencies.dependency_spring-cloud-starter-zookeeper-discovery.groupId,org.springframework.cloud,ConfigType.NAME,apollo-biz/pom.xml,maven,correct,Borderline,False,Libraries,Maven Dependency,different options that are not related
value-equality,145,litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-core::::groupId::::org.linlinjava <-> litemall::::litemall-all/pom.xml::::project::::dependencies::::dependency_litemall-core::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-core.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,project.dependencies.dependency_litemall-core.groupId,org.linlinjava,ConfigType.NAME,litemall-all/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency same groupID
value-equality,306,piggymetrics::::docker-compose.yml::::services::::config::::logging::::options::::max-size::::10m <-> piggymetrics::::docker-compose.yml::::services::::statistics-mongodb::::logging::::options::::max-size::::10m,piggymetrics,services.config.logging.options.max-size,10m,ConfigType.SIZE,docker-compose.yml,docker-compose,services.statistics-mongodb.logging.options.max-size,10m,ConfigType.SIZE,docker-compose.yml,docker-compose,correct,Borderline,False,Others,Logging,different services does not depend on each other
value-equality,260,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::parent_spring-boot-starter-parent::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,71,jetlinks-community::::jetlinks-components/dashboard-component/pom.xml::::project::::dependencies::::dependency_timeseries-component::::version::::timeseries-component:${project.version} <-> jetlinks-community::::jetlinks-components/things-component/pom.xml::::project::::dependencies::::dependency_timeseries-component::::version::::timeseries-component:${project.version},jetlinks-community,project.dependencies.dependency_timeseries-component.version,timeseries-component:${project.version},ConfigType.VERSION_NUMBER,jetlinks-components/dashboard-component/pom.xml,maven,project.dependencies.dependency_timeseries-component.version,timeseries-component:${project.version},ConfigType.VERSION_NUMBER,jetlinks-components/things-component/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Maven Properties,intended to be equal due to maven properties
value-equality,494,Spring-Cloud-Platform::::ace-dev-base/ace-common/pom.xml::::project::::dependencies::::dependency_commons-lang3::::groupId::::org.apache.commons <-> Spring-Cloud-Platform::::ace-modules/ace-admin/pom.xml::::project::::dependencies::::dependency_commons-lang3::::groupId::::org.apache.commons,Spring-Cloud-Platform,project.dependencies.dependency_commons-lang3.groupId,org.apache.commons,ConfigType.NAME,ace-dev-base/ace-common/pom.xml,maven,project.dependencies.dependency_commons-lang3.groupId,org.apache.commons,ConfigType.NAME,ace-modules/ace-admin/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules live under same groupID
value-equality,42,apollo::::apollo-audit/apollo-audit-annotation/pom.xml::::project::::artifactId::::apollo-audit-annotation <-> apollo::::apollo-audit/pom.xml::::project::::modules::::module::::apollo-audit-annotation,apollo,project.artifactId,apollo-audit-annotation,ConfigType.NAME,apollo-audit/apollo-audit-annotation/pom.xml,maven,project.modules.module,apollo-audit-annotation,ConfigType.NAME,apollo-audit/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,396,pig::::pig-gateway/pom.xml::::project::::dependencies::::dependency_pig-common-core::::groupId::::com.pig4cloud <-> pig::::pig-visual/pig-codegen/pom.xml::::project::::dependencies::::dependency_pig-common-datasource::::groupId::::com.pig4cloud,pig,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,ConfigType.NAME,pig-gateway/pom.xml,maven,project.dependencies.dependency_pig-common-datasource.groupId,com.pig4cloud,ConfigType.NAME,pig-visual/pig-codegen/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,41,apollo::::apollo-build-sql-converter/pom.xml::::project::::profiles::::profile_sql-converter::::activation::::activeByDefault::::false <-> apollo::::pom.xml::::project::::build::::plugins::::plugin_maven-surefire-plugin::::configuration::::trimStackTrace::::false,apollo,project.profiles.profile_sql-converter.activation.activeByDefault,FALSE,ConfigType.BOOLEAN,apollo-build-sql-converter/pom.xml,maven,project.build.plugins.plugin_maven-surefire-plugin.configuration.trimStackTrace,FALSE,ConfigType.BOOLEAN,pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,450,Spring-Cloud-Platform::::ace-gate/pom.xml::::project::::parent_ace-security::::version::::version:2.0-SNAPSHOT <-> Spring-Cloud-Platform::::ace-modules/ace-tool/pom.xml::::project::::parent_ace-modules::::version::::version:2.0-SNAPSHOT,Spring-Cloud-Platform,project.parent_ace-security.version,version:2.0-SNAPSHOT,ConfigType.VERSION_NUMBER,ace-gate/pom.xml,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ConfigType.VERSION_NUMBER,ace-modules/ace-tool/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,child POMs inherit version from parent POM
